geo,date,TIME_PERIOD,month,month_num,tfr,tfr_ma_3,tfr_ma_13
AD,1960-01-01,1960,M01,1,,,
AD,1960-02-01,1960,M02,2,,,
AD,1960-03-01,1960,M03,3,,,
AD,1960-04-01,1960,M04,4,,,
AD,1960-05-01,1960,M05,5,,,
AD,1960-06-01,1960,M06,6,,,
AD,1960-07-01,1960,M07,7,,,
AD,1960-08-01,1960,M08,8,,,
AD,1960-09-01,1960,M09,9,,,
AD,1960-10-01,1960,M10,10,,,
AD,1960-11-01,1960,M11,11,,,
AD,1960-12-01,1960,M12,12,,,
AD,1961-01-01,1961,M01,1,,,
AD,1961-02-01,1961,M02,2,,,
AD,1961-03-01,1961,M03,3,,,
AD,1961-04-01,1961,M04,4,,,
AD,1961-05-01,1961,M05,5,,,
AD,1961-06-01,1961,M06,6,,,
AD,1961-07-01,1961,M07,7,,,
AD,1961-08-01,1961,M08,8,,,
AD,1961-09-01,1961,M09,9,,,
AD,1961-10-01,1961,M10,10,,,
AD,1961-11-01,1961,M11,11,,,
AD,1961-12-01,1961,M12,12,,,
AD,1962-01-01,1962,M01,1,,,
AD,1962-02-01,1962,M02,2,,,
AD,1962-03-01,1962,M03,3,,,
AD,1962-04-01,1962,M04,4,,,
AD,1962-05-01,1962,M05,5,,,
AD,1962-06-01,1962,M06,6,,,
AD,1962-07-01,1962,M07,7,,,
AD,1962-08-01,1962,M08,8,,,
AD,1962-09-01,1962,M09,9,,,
AD,1962-10-01,1962,M10,10,,,
AD,1962-11-01,1962,M11,11,,,
AD,1962-12-01,1962,M12,12,,,
AD,1963-01-01,1963,M01,1,,,
AD,1963-02-01,1963,M02,2,,,
AD,1963-03-01,1963,M03,3,,,
AD,1963-04-01,1963,M04,4,,,
AD,1963-05-01,1963,M05,5,,,
AD,1963-06-01,1963,M06,6,,,
AD,1963-07-01,1963,M07,7,,,
AD,1963-08-01,1963,M08,8,,,
AD,1963-09-01,1963,M09,9,,,
AD,1963-10-01,1963,M10,10,,,
AD,1963-11-01,1963,M11,11,,,
AD,1963-12-01,1963,M12,12,,,
AD,1964-01-01,1964,M01,1,,,
AD,1964-02-01,1964,M02,2,,,
AD,1964-03-01,1964,M03,3,,,
AD,1964-04-01,1964,M04,4,,,
AD,1964-05-01,1964,M05,5,,,
AD,1964-06-01,1964,M06,6,,,
AD,1964-07-01,1964,M07,7,,,
AD,1964-08-01,1964,M08,8,,,
AD,1964-09-01,1964,M09,9,,,
AD,1964-10-01,1964,M10,10,,,
AD,1964-11-01,1964,M11,11,,,
AD,1964-12-01,1964,M12,12,,,
AD,1965-01-01,1965,M01,1,,,
AD,1965-02-01,1965,M02,2,,,
AD,1965-03-01,1965,M03,3,,,
AD,1965-04-01,1965,M04,4,,,
AD,1965-05-01,1965,M05,5,,,
AD,1965-06-01,1965,M06,6,,,
AD,1965-07-01,1965,M07,7,,,
AD,1965-08-01,1965,M08,8,,,
AD,1965-09-01,1965,M09,9,,,
AD,1965-10-01,1965,M10,10,,,
AD,1965-11-01,1965,M11,11,,,
AD,1965-12-01,1965,M12,12,,,
AD,1966-01-01,1966,M01,1,,,
AD,1966-02-01,1966,M02,2,,,
AD,1966-03-01,1966,M03,3,,,
AD,1966-04-01,1966,M04,4,,,
AD,1966-05-01,1966,M05,5,,,
AD,1966-06-01,1966,M06,6,,,
AD,1966-07-01,1966,M07,7,,,
AD,1966-08-01,1966,M08,8,,,
AD,1966-09-01,1966,M09,9,,,
AD,1966-10-01,1966,M10,10,,,
AD,1966-11-01,1966,M11,11,,,
AD,1966-12-01,1966,M12,12,,,
AD,1967-01-01,1967,M01,1,,,
AD,1967-02-01,1967,M02,2,,,
AD,1967-03-01,1967,M03,3,,,
AD,1967-04-01,1967,M04,4,,,
AD,1967-05-01,1967,M05,5,,,
AD,1967-06-01,1967,M06,6,,,
AD,1967-07-01,1967,M07,7,,,
AD,1967-08-01,1967,M08,8,,,
AD,1967-09-01,1967,M09,9,,,
AD,1967-10-01,1967,M10,10,,,
AD,1967-11-01,1967,M11,11,,,
AD,1967-12-01,1967,M12,12,,,
AD,1968-01-01,1968,M01,1,,,
AD,1968-02-01,1968,M02,2,,,
AD,1968-03-01,1968,M03,3,,,
AD,1968-04-01,1968,M04,4,,,
AD,1968-05-01,1968,M05,5,,,
AD,1968-06-01,1968,M06,6,,,
AD,1968-07-01,1968,M07,7,,,
AD,1968-08-01,1968,M08,8,,,
AD,1968-09-01,1968,M09,9,,,
AD,1968-10-01,1968,M10,10,,,
AD,1968-11-01,1968,M11,11,,,
AD,1968-12-01,1968,M12,12,,,
AD,1969-01-01,1969,M01,1,,,
AD,1969-02-01,1969,M02,2,,,
AD,1969-03-01,1969,M03,3,,,
AD,1969-04-01,1969,M04,4,,,
AD,1969-05-01,1969,M05,5,,,
AD,1969-06-01,1969,M06,6,,,
AD,1969-07-01,1969,M07,7,,,
AD,1969-08-01,1969,M08,8,,,
AD,1969-09-01,1969,M09,9,,,
AD,1969-10-01,1969,M10,10,,,
AD,1969-11-01,1969,M11,11,,,
AD,1969-12-01,1969,M12,12,,,
AD,1970-01-01,1970,M01,1,,,
AD,1970-02-01,1970,M02,2,,,
AD,1970-03-01,1970,M03,3,,,
AD,1970-04-01,1970,M04,4,,,
AD,1970-05-01,1970,M05,5,,,
AD,1970-06-01,1970,M06,6,,,
AD,1970-07-01,1970,M07,7,,,
AD,1970-08-01,1970,M08,8,,,
AD,1970-09-01,1970,M09,9,,,
AD,1970-10-01,1970,M10,10,,,
AD,1970-11-01,1970,M11,11,,,
AD,1970-12-01,1970,M12,12,,,
AD,1971-01-01,1971,M01,1,,,
AD,1971-02-01,1971,M02,2,,,
AD,1971-03-01,1971,M03,3,,,
AD,1971-04-01,1971,M04,4,,,
AD,1971-05-01,1971,M05,5,,,
AD,1971-06-01,1971,M06,6,,,
AD,1971-07-01,1971,M07,7,,,
AD,1971-08-01,1971,M08,8,,,
AD,1971-09-01,1971,M09,9,,,
AD,1971-10-01,1971,M10,10,,,
AD,1971-11-01,1971,M11,11,,,
AD,1971-12-01,1971,M12,12,,,
AD,1972-01-01,1972,M01,1,,,
AD,1972-02-01,1972,M02,2,,,
AD,1972-03-01,1972,M03,3,,,
AD,1972-04-01,1972,M04,4,,,
AD,1972-05-01,1972,M05,5,,,
AD,1972-06-01,1972,M06,6,,,
AD,1972-07-01,1972,M07,7,,,
AD,1972-08-01,1972,M08,8,,,
AD,1972-09-01,1972,M09,9,,,
AD,1972-10-01,1972,M10,10,,,
AD,1972-11-01,1972,M11,11,,,
AD,1972-12-01,1972,M12,12,,,
AD,1973-01-01,1973,M01,1,,,
AD,1973-02-01,1973,M02,2,,,
AD,1973-03-01,1973,M03,3,,,
AD,1973-04-01,1973,M04,4,,,
AD,1973-05-01,1973,M05,5,,,
AD,1973-06-01,1973,M06,6,,,
AD,1973-07-01,1973,M07,7,,,
AD,1973-08-01,1973,M08,8,,,
AD,1973-09-01,1973,M09,9,,,
AD,1973-10-01,1973,M10,10,,,
AD,1973-11-01,1973,M11,11,,,
AD,1973-12-01,1973,M12,12,,,
AD,1974-01-01,1974,M01,1,,,
AD,1974-02-01,1974,M02,2,,,
AD,1974-03-01,1974,M03,3,,,
AD,1974-04-01,1974,M04,4,,,
AD,1974-05-01,1974,M05,5,,,
AD,1974-06-01,1974,M06,6,,,
AD,1974-07-01,1974,M07,7,,,
AD,1974-08-01,1974,M08,8,,,
AD,1974-09-01,1974,M09,9,,,
AD,1974-10-01,1974,M10,10,,,
AD,1974-11-01,1974,M11,11,,,
AD,1974-12-01,1974,M12,12,,,
AD,1975-01-01,1975,M01,1,,,
AD,1975-02-01,1975,M02,2,,,
AD,1975-03-01,1975,M03,3,,,
AD,1975-04-01,1975,M04,4,,,
AD,1975-05-01,1975,M05,5,,,
AD,1975-06-01,1975,M06,6,,,
AD,1975-07-01,1975,M07,7,,,
AD,1975-08-01,1975,M08,8,,,
AD,1975-09-01,1975,M09,9,,,
AD,1975-10-01,1975,M10,10,,,
AD,1975-11-01,1975,M11,11,,,
AD,1975-12-01,1975,M12,12,,,
AD,1976-01-01,1976,M01,1,,,
AD,1976-02-01,1976,M02,2,,,
AD,1976-03-01,1976,M03,3,,,
AD,1976-04-01,1976,M04,4,,,
AD,1976-05-01,1976,M05,5,,,
AD,1976-06-01,1976,M06,6,,,
AD,1976-07-01,1976,M07,7,,,
AD,1976-08-01,1976,M08,8,,,
AD,1976-09-01,1976,M09,9,,,
AD,1976-10-01,1976,M10,10,,,
AD,1976-11-01,1976,M11,11,,,
AD,1976-12-01,1976,M12,12,,,
AD,1977-01-01,1977,M01,1,,,
AD,1977-02-01,1977,M02,2,,,
AD,1977-03-01,1977,M03,3,,,
AD,1977-04-01,1977,M04,4,,,
AD,1977-05-01,1977,M05,5,,,
AD,1977-06-01,1977,M06,6,,,
AD,1977-07-01,1977,M07,7,,,
AD,1977-08-01,1977,M08,8,,,
AD,1977-09-01,1977,M09,9,,,
AD,1977-10-01,1977,M10,10,,,
AD,1977-11-01,1977,M11,11,,,
AD,1977-12-01,1977,M12,12,,,
AD,1978-01-01,1978,M01,1,,,
AD,1978-02-01,1978,M02,2,,,
AD,1978-03-01,1978,M03,3,,,
AD,1978-04-01,1978,M04,4,,,
AD,1978-05-01,1978,M05,5,,,
AD,1978-06-01,1978,M06,6,,,
AD,1978-07-01,1978,M07,7,,,
AD,1978-08-01,1978,M08,8,,,
AD,1978-09-01,1978,M09,9,,,
AD,1978-10-01,1978,M10,10,,,
AD,1978-11-01,1978,M11,11,,,
AD,1978-12-01,1978,M12,12,,,
AD,1979-01-01,1979,M01,1,,,
AD,1979-02-01,1979,M02,2,,,
AD,1979-03-01,1979,M03,3,,,
AD,1979-04-01,1979,M04,4,,,
AD,1979-05-01,1979,M05,5,,,
AD,1979-06-01,1979,M06,6,,,
AD,1979-07-01,1979,M07,7,,,
AD,1979-08-01,1979,M08,8,,,
AD,1979-09-01,1979,M09,9,,,
AD,1979-10-01,1979,M10,10,,,
AD,1979-11-01,1979,M11,11,,,
AD,1979-12-01,1979,M12,12,,,
AD,1980-01-01,1980,M01,1,,,
AD,1980-02-01,1980,M02,2,,,
AD,1980-03-01,1980,M03,3,,,
AD,1980-04-01,1980,M04,4,,,
AD,1980-05-01,1980,M05,5,,,
AD,1980-06-01,1980,M06,6,,,
AD,1980-07-01,1980,M07,7,,,
AD,1980-08-01,1980,M08,8,,,
AD,1980-09-01,1980,M09,9,,,
AD,1980-10-01,1980,M10,10,,,
AD,1980-11-01,1980,M11,11,,,
AD,1980-12-01,1980,M12,12,,,
AD,1981-01-01,1981,M01,1,,,
AD,1981-02-01,1981,M02,2,,,
AD,1981-03-01,1981,M03,3,,,
AD,1981-04-01,1981,M04,4,,,
AD,1981-05-01,1981,M05,5,,,
AD,1981-06-01,1981,M06,6,,,
AD,1981-07-01,1981,M07,7,,,
AD,1981-08-01,1981,M08,8,,,
AD,1981-09-01,1981,M09,9,,,
AD,1981-10-01,1981,M10,10,,,
AD,1981-11-01,1981,M11,11,,,
AD,1981-12-01,1981,M12,12,,,
AD,1982-01-01,1982,M01,1,,,
AD,1982-02-01,1982,M02,2,,,
AD,1982-03-01,1982,M03,3,,,
AD,1982-04-01,1982,M04,4,,,
AD,1982-05-01,1982,M05,5,,,
AD,1982-06-01,1982,M06,6,,,
AD,1982-07-01,1982,M07,7,,,
AD,1982-08-01,1982,M08,8,,,
AD,1982-09-01,1982,M09,9,,,
AD,1982-10-01,1982,M10,10,,,
AD,1982-11-01,1982,M11,11,,,
AD,1982-12-01,1982,M12,12,,,
AD,1983-01-01,1983,M01,1,,,
AD,1983-02-01,1983,M02,2,,,
AD,1983-03-01,1983,M03,3,,,
AD,1983-04-01,1983,M04,4,,,
AD,1983-05-01,1983,M05,5,,,
AD,1983-06-01,1983,M06,6,,,
AD,1983-07-01,1983,M07,7,,,
AD,1983-08-01,1983,M08,8,,,
AD,1983-09-01,1983,M09,9,,,
AD,1983-10-01,1983,M10,10,,,
AD,1983-11-01,1983,M11,11,,,
AD,1983-12-01,1983,M12,12,,,
AD,1984-01-01,1984,M01,1,,,
AD,1984-02-01,1984,M02,2,,,
AD,1984-03-01,1984,M03,3,,,
AD,1984-04-01,1984,M04,4,,,
AD,1984-05-01,1984,M05,5,,,
AD,1984-06-01,1984,M06,6,,,
AD,1984-07-01,1984,M07,7,,,
AD,1984-08-01,1984,M08,8,,,
AD,1984-09-01,1984,M09,9,,,
AD,1984-10-01,1984,M10,10,,,
AD,1984-11-01,1984,M11,11,,,
AD,1984-12-01,1984,M12,12,,,
AD,1985-01-01,1985,M01,1,,,
AD,1985-02-01,1985,M02,2,,,
AD,1985-03-01,1985,M03,3,,,
AD,1985-04-01,1985,M04,4,,,
AD,1985-05-01,1985,M05,5,,,
AD,1985-06-01,1985,M06,6,,,
AD,1985-07-01,1985,M07,7,,,
AD,1985-08-01,1985,M08,8,,,
AD,1985-09-01,1985,M09,9,,,
AD,1985-10-01,1985,M10,10,,,
AD,1985-11-01,1985,M11,11,,,
AD,1985-12-01,1985,M12,12,,,
AD,1986-01-01,1986,M01,1,,,
AD,1986-02-01,1986,M02,2,,,
AD,1986-03-01,1986,M03,3,,,
AD,1986-04-01,1986,M04,4,,,
AD,1986-05-01,1986,M05,5,,,
AD,1986-06-01,1986,M06,6,,,
AD,1986-07-01,1986,M07,7,,,
AD,1986-08-01,1986,M08,8,,,
AD,1986-09-01,1986,M09,9,,,
AD,1986-10-01,1986,M10,10,,,
AD,1986-11-01,1986,M11,11,,,
AD,1986-12-01,1986,M12,12,,,
AD,1987-01-01,1987,M01,1,,,
AD,1987-02-01,1987,M02,2,,,
AD,1987-03-01,1987,M03,3,,,
AD,1987-04-01,1987,M04,4,,,
AD,1987-05-01,1987,M05,5,,,
AD,1987-06-01,1987,M06,6,,,
AD,1987-07-01,1987,M07,7,,,
AD,1987-08-01,1987,M08,8,,,
AD,1987-09-01,1987,M09,9,,,
AD,1987-10-01,1987,M10,10,,,
AD,1987-11-01,1987,M11,11,,,
AD,1987-12-01,1987,M12,12,,,
AD,1988-01-01,1988,M01,1,,,
AD,1988-02-01,1988,M02,2,,,
AD,1988-03-01,1988,M03,3,,,
AD,1988-04-01,1988,M04,4,,,
AD,1988-05-01,1988,M05,5,,,
AD,1988-06-01,1988,M06,6,,,
AD,1988-07-01,1988,M07,7,,,
AD,1988-08-01,1988,M08,8,,,
AD,1988-09-01,1988,M09,9,,,
AD,1988-10-01,1988,M10,10,,,
AD,1988-11-01,1988,M11,11,,,
AD,1988-12-01,1988,M12,12,,,
AD,1989-01-01,1989,M01,1,,,
AD,1989-02-01,1989,M02,2,,,
AD,1989-03-01,1989,M03,3,,,
AD,1989-04-01,1989,M04,4,,,
AD,1989-05-01,1989,M05,5,,,
AD,1989-06-01,1989,M06,6,,,
AD,1989-07-01,1989,M07,7,,,
AD,1989-08-01,1989,M08,8,,,
AD,1989-09-01,1989,M09,9,,,
AD,1989-10-01,1989,M10,10,,,
AD,1989-11-01,1989,M11,11,,,
AD,1989-12-01,1989,M12,12,,,
AD,1990-01-01,1990,M01,1,,,
AD,1990-02-01,1990,M02,2,,,
AD,1990-03-01,1990,M03,3,,,
AD,1990-04-01,1990,M04,4,,,
AD,1990-05-01,1990,M05,5,,,
AD,1990-06-01,1990,M06,6,,,
AD,1990-07-01,1990,M07,7,,,
AD,1990-08-01,1990,M08,8,,,
AD,1990-09-01,1990,M09,9,,,
AD,1990-10-01,1990,M10,10,,,
AD,1990-11-01,1990,M11,11,,,
AD,1990-12-01,1990,M12,12,,,
AD,1991-01-01,1991,M01,1,,,
AD,1991-02-01,1991,M02,2,,,
AD,1991-03-01,1991,M03,3,,,
AD,1991-04-01,1991,M04,4,,,
AD,1991-05-01,1991,M05,5,,,
AD,1991-06-01,1991,M06,6,,,
AD,1991-07-01,1991,M07,7,,,
AD,1991-08-01,1991,M08,8,,,
AD,1991-09-01,1991,M09,9,,,
AD,1991-10-01,1991,M10,10,,,
AD,1991-11-01,1991,M11,11,,,
AD,1991-12-01,1991,M12,12,,,
AD,1992-01-01,1992,M01,1,,,
AD,1992-02-01,1992,M02,2,,,
AD,1992-03-01,1992,M03,3,,,
AD,1992-04-01,1992,M04,4,,,
AD,1992-05-01,1992,M05,5,,,
AD,1992-06-01,1992,M06,6,,,
AD,1992-07-01,1992,M07,7,,,
AD,1992-08-01,1992,M08,8,,,
AD,1992-09-01,1992,M09,9,,,
AD,1992-10-01,1992,M10,10,,,
AD,1992-11-01,1992,M11,11,,,
AD,1992-12-01,1992,M12,12,,,
AD,1993-01-01,1993,M01,1,,,
AD,1993-02-01,1993,M02,2,,,
AD,1993-03-01,1993,M03,3,,,
AD,1993-04-01,1993,M04,4,,,
AD,1993-05-01,1993,M05,5,,,
AD,1993-06-01,1993,M06,6,,,
AD,1993-07-01,1993,M07,7,,,
AD,1993-08-01,1993,M08,8,,,
AD,1993-09-01,1993,M09,9,,,
AD,1993-10-01,1993,M10,10,,,
AD,1993-11-01,1993,M11,11,,,
AD,1993-12-01,1993,M12,12,,,
AD,1994-01-01,1994,M01,1,,,
AD,1994-02-01,1994,M02,2,,,
AD,1994-03-01,1994,M03,3,,,
AD,1994-04-01,1994,M04,4,,,
AD,1994-05-01,1994,M05,5,,,
AD,1994-06-01,1994,M06,6,,,
AD,1994-07-01,1994,M07,7,,,
AD,1994-08-01,1994,M08,8,,,
AD,1994-09-01,1994,M09,9,,,
AD,1994-10-01,1994,M10,10,,,
AD,1994-11-01,1994,M11,11,,,
AD,1994-12-01,1994,M12,12,,,
AD,1995-01-01,1995,M01,1,,,
AD,1995-02-01,1995,M02,2,,,
AD,1995-03-01,1995,M03,3,,,
AD,1995-04-01,1995,M04,4,,,
AD,1995-05-01,1995,M05,5,,,
AD,1995-06-01,1995,M06,6,,,
AD,1995-07-01,1995,M07,7,,,
AD,1995-08-01,1995,M08,8,,,
AD,1995-09-01,1995,M09,9,,,
AD,1995-10-01,1995,M10,10,,,
AD,1995-11-01,1995,M11,11,,,
AD,1995-12-01,1995,M12,12,,,
AD,1996-01-01,1996,M01,1,,,
AD,1996-02-01,1996,M02,2,,,
AD,1996-03-01,1996,M03,3,,,
AD,1996-04-01,1996,M04,4,,,
AD,1996-05-01,1996,M05,5,,,
AD,1996-06-01,1996,M06,6,,,
AD,1996-07-01,1996,M07,7,,,
AD,1996-08-01,1996,M08,8,,,
AD,1996-09-01,1996,M09,9,,,
AD,1996-10-01,1996,M10,10,,,
AD,1996-11-01,1996,M11,11,,,
AD,1996-12-01,1996,M12,12,,,
AD,1997-01-01,1997,M01,1,,,
AD,1997-02-01,1997,M02,2,,,
AD,1997-03-01,1997,M03,3,,,
AD,1997-04-01,1997,M04,4,,,
AD,1997-05-01,1997,M05,5,,,
AD,1997-06-01,1997,M06,6,,,
AD,1997-07-01,1997,M07,7,,,
AD,1997-08-01,1997,M08,8,,,
AD,1997-09-01,1997,M09,9,,,
AD,1997-10-01,1997,M10,10,,,
AD,1997-11-01,1997,M11,11,,,
AD,1997-12-01,1997,M12,12,,,
AD,1998-01-01,1998,M01,1,,,
AD,1998-02-01,1998,M02,2,,,
AD,1998-03-01,1998,M03,3,,,
AD,1998-04-01,1998,M04,4,,,
AD,1998-05-01,1998,M05,5,,,
AD,1998-06-01,1998,M06,6,,,
AD,1998-07-01,1998,M07,7,,,
AD,1998-08-01,1998,M08,8,,,
AD,1998-09-01,1998,M09,9,,,
AD,1998-10-01,1998,M10,10,,,
AD,1998-11-01,1998,M11,11,,,
AD,1998-12-01,1998,M12,12,,,
AD,1999-01-01,1999,M01,1,,,
AD,1999-02-01,1999,M02,2,,,
AD,1999-03-01,1999,M03,3,,,
AD,1999-04-01,1999,M04,4,,,
AD,1999-05-01,1999,M05,5,,,
AD,1999-06-01,1999,M06,6,,,
AD,1999-07-01,1999,M07,7,,,
AD,1999-08-01,1999,M08,8,,,
AD,1999-09-01,1999,M09,9,,,
AD,1999-10-01,1999,M10,10,,,
AD,1999-11-01,1999,M11,11,,,
AD,1999-12-01,1999,M12,12,,,
AD,2000-01-01,2000,M01,1,,,
AD,2000-02-01,2000,M02,2,,,
AD,2000-03-01,2000,M03,3,,,
AD,2000-04-01,2000,M04,4,,,
AD,2000-05-01,2000,M05,5,,,
AD,2000-06-01,2000,M06,6,,,
AD,2000-07-01,2000,M07,7,,,
AD,2000-08-01,2000,M08,8,,,
AD,2000-09-01,2000,M09,9,,,
AD,2000-10-01,2000,M10,10,,,
AD,2000-11-01,2000,M11,11,,,
AD,2000-12-01,2000,M12,12,,,
AD,2001-01-01,2001,M01,1,,,
AD,2001-02-01,2001,M02,2,,,
AD,2001-03-01,2001,M03,3,,,
AD,2001-04-01,2001,M04,4,,,
AD,2001-05-01,2001,M05,5,,,
AD,2001-06-01,2001,M06,6,,,
AD,2001-07-01,2001,M07,7,,,
AD,2001-08-01,2001,M08,8,,,
AD,2001-09-01,2001,M09,9,,,
AD,2001-10-01,2001,M10,10,,,
AD,2001-11-01,2001,M11,11,,,
AD,2001-12-01,2001,M12,12,,,
AD,2002-01-01,2002,M01,1,,,
AD,2002-02-01,2002,M02,2,,,
AD,2002-03-01,2002,M03,3,,,
AD,2002-04-01,2002,M04,4,,,
AD,2002-05-01,2002,M05,5,,,
AD,2002-06-01,2002,M06,6,,,
AD,2002-07-01,2002,M07,7,,,
AD,2002-08-01,2002,M08,8,,,
AD,2002-09-01,2002,M09,9,,,
AD,2002-10-01,2002,M10,10,,,
AD,2002-11-01,2002,M11,11,,,
AD,2002-12-01,2002,M12,12,,,
AD,2003-01-01,2003,M01,1,,,
AD,2003-02-01,2003,M02,2,,,
AD,2003-03-01,2003,M03,3,,,
AD,2003-04-01,2003,M04,4,,,
AD,2003-05-01,2003,M05,5,,,
AD,2003-06-01,2003,M06,6,,,
AD,2003-07-01,2003,M07,7,,,
AD,2003-08-01,2003,M08,8,,,
AD,2003-09-01,2003,M09,9,,,
AD,2003-10-01,2003,M10,10,,,
AD,2003-11-01,2003,M11,11,,,
AD,2003-12-01,2003,M12,12,,,
AD,2004-01-01,2004,M01,1,,,
AD,2004-02-01,2004,M02,2,,,
AD,2004-03-01,2004,M03,3,,,
AD,2004-04-01,2004,M04,4,,,
AD,2004-05-01,2004,M05,5,,,
AD,2004-06-01,2004,M06,6,,,
AD,2004-07-01,2004,M07,7,,,
AD,2004-08-01,2004,M08,8,,,
AD,2004-09-01,2004,M09,9,,,
AD,2004-10-01,2004,M10,10,,,
AD,2004-11-01,2004,M11,11,,,
AD,2004-12-01,2004,M12,12,,,
AD,2005-01-01,2005,M01,1,,,
AD,2005-02-01,2005,M02,2,,,
AD,2005-03-01,2005,M03,3,,,
AD,2005-04-01,2005,M04,4,,,
AD,2005-05-01,2005,M05,5,,,
AD,2005-06-01,2005,M06,6,,,
AD,2005-07-01,2005,M07,7,,,
AD,2005-08-01,2005,M08,8,,,
AD,2005-09-01,2005,M09,9,,,
AD,2005-10-01,2005,M10,10,,,
AD,2005-11-01,2005,M11,11,,,
AD,2005-12-01,2005,M12,12,,,
AD,2006-01-01,2006,M01,1,0.9205458638393,,
AD,2006-02-01,2006,M02,2,1.5091641325442369,1.2229687838506085,
AD,2006-03-01,2006,M03,3,1.2391963551682885,1.3002710326730111,
AD,2006-04-01,2006,M04,4,1.1524526103065083,1.2515883187199712,
AD,2006-05-01,2006,M05,5,1.3631159906851171,1.2836500656870238,
AD,2006-06-01,2006,M06,6,1.3353815960694462,1.3538711924798934,
AD,2006-07-01,2006,M07,7,1.3631159906851171,1.3125646473076173,1.2741222479595662
AD,2006-08-01,2006,M08,8,1.2391963551682885,1.257685951578736,1.270260546272175
AD,2006-09-01,2006,M09,9,1.1707455088828023,1.322596236849456,1.2461913738221924
AD,2006-10-01,2006,M10,10,1.5578468464972768,1.3546579838165085,1.2405227152327223
AD,2006-11-01,2006,M11,11,1.3353815960694462,1.3125646473076173,1.276757310721204
AD,2006-12-01,2006,M12,12,1.0444654993561289,1.2376093245426587,1.27378193674413
AD,2007-01-01,2007,M01,1,1.3329808782024013,1.0825967064872488,1.2525640372915974
AD,2007-02-01,2007,M02,2,0.8703437419032163,1.1331965036000267,1.2581334125337695
AD,2007-03-01,2007,M03,3,1.1962648906944626,1.077370808700952,1.2578983380632047
AD,2007-04-01,2007,M04,4,1.1655037935051766,1.3284236786188035,1.266434251448137
AD,2007-05-01,2007,M05,5,1.6235023516567708,1.3711474247150341,1.210444492037791
AD,2007-06-01,2007,M06,6,1.324436128983155,1.33582912794215,1.1839682853734148
AD,2007-07-01,2007,M07,7,1.059548903186524,1.2731676336676783,1.1916505012888092
AD,2007-08-01,2007,M08,8,1.4355178688333554,1.2437357196902747,1.180401116149219
AD,2007-09-01,2007,M09,9,1.2361403870509446,1.3177902129237415,1.2303812798108624
AD,2007-10-01,2007,M10,10,1.2817123828869244,1.1159442480335489,1.2361088627143486
AD,2007-11-01,2007,M11,11,0.8299799741627774,1.0342944221607522,1.2541876904389941
AD,2007-12-01,2007,M12,12,0.9911909094325548,0.9885017299505297,1.25013023250294
AD,2008-01-01,2008,M01,1,1.1443343062562568,1.1074213623588467,1.2336486128299033
AD,2008-02-01,2008,M02,2,1.186738871387729,1.2837196823828554,1.2427982002216196
AD,2008-03-01,2008,M03,3,1.5200858695045798,1.3258494031106973,1.2341945395132672
AD,2008-04-01,2008,M04,4,1.2707234684397835,1.3971126306233106,1.21793581671529
AD,2008-05-01,2008,M05,5,1.4005285539255676,1.4140024736178056,1.2157329050607666
AD,2008-06-01,2008,M06,6,1.570755398488066,1.3604863418824387,1.2451692741483538
AD,2008-07-01,2008,M07,7,1.110175073233682,1.2864746703335264,1.2573235417364932
AD,2008-08-01,2008,M08,8,1.1784935392788314,1.2041129640457624,1.2572399925327802
AD,2008-09-01,2008,M09,9,1.3236702796247743,1.1756469365269502,1.2812563724673398
AD,2008-10-01,2008,M10,10,1.0247769906772448,1.200507267226713,1.263616233203413
AD,2008-11-01,2008,M11,11,1.25307453137812,1.1635014314522572,1.2529868408589135
AD,2008-12-01,2008,M12,12,1.2126527723014064,1.2049745639192988,1.2445434181779877
AD,2009-01-01,2009,M01,1,1.1491963880783702,1.1683657756625874,1.2095534912053838
AD,2009-02-01,2009,M02,2,1.1432481666079852,1.2637987884077866,1.1894943337236368
AD,2009-03-01,2009,M03,3,1.4989518105370045,1.3109880120728405,1.2179884361551296
AD,2009-04-01,2009,M04,4,1.2907640590735319,1.3074190791906097,1.2058485229682583
AD,2009-05-01,2009,M05,5,1.1325413679612923,1.2380231620361186,1.2090988792367359
AD,2009-06-01,2009,M06,6,1.2907640590735319,1.1797305916263463,1.1882966988928492
AD,2009-07-01,2009,M07,7,1.1158863478442145,1.0853521442962386,1.1876082336524127
AD,2009-08-01,2009,M08,8,0.8494060259709695,1.1714030815678074,1.1838932826988815
AD,2009-09-01,2009,M09,9,1.5489168708882382,1.1880581016848852,1.1804921100423824
AD,2009-10-01,2009,M10,10,1.1658514081954483,1.2605999670837131,1.162253710326654
AD,2009-11-01,2009,M11,11,1.067031622167453,1.0718430724234977,1.1421374791675623
AD,2009-12-01,2009,M12,12,0.9826461869075919,1.08446017775026,1.179817522600131
AD,2010-01-01,2010,M01,1,1.2037027241757348,1.095750312255264,1.1704366557592174
AD,2010-02-01,2010,M02,2,1.1009020256824653,1.134545890643899,1.1852432848695065
AD,2010-03-01,2010,M03,3,1.099032922073497,1.1539291873294986,1.2128099918317172
AD,2010-04-01,2010,M04,4,1.2618526142325335,1.1300461967704563,1.2023581039464843
AD,2010-05-01,2010,M05,5,1.0292530540053386,1.3044958669408526,1.2069695096543205
AD,2010-06-01,2010,M06,6,1.6223819325846862,1.2734825922438933,1.2080892275688593
